160	160	128
185	160	255
279	163	255
185	160	255
185	161	255
185	161	255
276	168	255
185	162	255
185	162	255
186	162	255
275	173	255
186	163	255
160	160	128
268	176	255
160	160	128
267	177	255
160	160	128
266	178	255
265	179	255
265	180	255
264	181	255
264	183	255
264	184	255
264	185	255
263	186	255
263	187	255
263	189	255
262	190	255
262	191	255
262	192	255
261	193	255
261	194	255
261	195	255
261	196	255
260	198	255
260	199	255
260	200	255
259	201	255
259	202	255
259	204	255
258	205	255
258	206	255
257	207	255
256	208	255
256	209	255
255	210	255
255	211	255
189	177	255
189	177	255
188	177	255
187	177	255
186	177	255
186	177	255
186	177	255
185	177	255
186	178	255
186	178	255
160	160	128
160	160	128
250	230	255
160	160	128
250	231	255
160	160	128
249	232	255
249	234	255
248	235	255
247	236	255
247	237	255
247	239	255
246	240	255
245	241	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
231	282	255
160	160	128
230	283	255
160	160	128
230	286	255
229	288	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
163	168	255
160	160	128
160	160	128
162	168	255
162	168	255
162	168	255
161	168	255
161	168	255
160	160	128
161	168	255
160	160	128
161	168	255
161	168	255
160	160	128
161	168	255
160	160	128
161	168	255
161	168	255
160	160	128
160	160	128
160	160	128
161	168	255
160	160	128
161	168	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
159	167	255
159	167	255
159	167	255
158	167	255
160	160	128
160	160	128
158	167	255
160	160	128
158	167	255
160	160	128
158	167	255
160	160	128
158	166	255
160	160	128
158	167	255
160	160	128
158	167	255
160	160	128
158	167	255
160	160	128
160	160	128
160	160	128
157	167	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
156	167	255
156	167	255
155	167	255
155	166	255
156	166	255
156	166	255
156	166	255
156	165	255
156	166	255
156	165	255
155	166	255
155	165	255
160	160	128
155	166	255
160	160	128
155	166	255
160	160	128
155	166	255
155	166	255
154	167	255
155	166	255
155	166	255
154	166	255
160	160	128
160	160	128
155	164	255
160	160	128
155	164	255
160	160	128
155	164	255
160	160	128
155	164	255
155	164	255
160	160	128
154	164	255
154	164	255
160	160	128
160	160	128
152	166	255
160	160	128
152	166	255
160	160	128
152	166	255
151	166	255
153	165	255
151	166	255
151	165	255
151	165	255
151	165	255
151	165	255
151	165	255
151	165	255
151	164	255
151	164	255
160	160	128
160	160	128
151	164	255
160	160	128
151	164	255
160	160	128
151	164	255
151	164	255
160	160	128
151	164	255
160	160	128
160	160	128
150	164	255
160	160	128
160	160	128
160	160	128
153	162	255
153	162	255
153	162	255
152	162	255
152	162	255
152	162	255
152	161	255
152	161	255
152	161	255
160	160	128
152	161	255
160	160	128
152	161	255
152	161	255
151	161	255
151	161	255
151	161	255
151	161	255
151	161	255
160	160	128
160	160	128
151	161	255
160	160	128
151	160	255
160	160	128
160	160	128
160	160	128
151	160	255
160	160	128
151	160	255
160	160	128
151	160	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
130	158	255
160	160	128
117	156	255
160	160	128
118	156	255
118	156	255
160	160	128
133	156	255
160	160	128
160	160	128
146	157	255
146	157	255
160	160	128
160	160	128
160	160	128
160	160	128
134	153	255
135	153	255
135	153	255
135	153	255
135	152	255
135	152	255
135	152	255
135	152	255
135	151	255
135	151	255
135	151	255
135	151	255
135	150	255
135	150	255
136	150	255
135	149	255
160	160	128
160	160	128
109	137	255
160	160	128
109	136	255
110	136	255
110	135	255
110	135	255
111	134	255
111	134	255
111	133	255
111	133	255
112	132	255
112	131	255
111	130	255
160	160	128
